id,class,method,enabled,tag,name,description
86,android.os.Process,killProcess,TRUE,MobSF,Process,
87,android.os.Process,start,TRUE,MobSF,Process,
88,android.telephony.SmsManager,sendMultipartTextMessage,TRUE,MobSF,SMS,
89,android.telephony.SmsManager,sendTextMessage,TRUE,MobSF,SMS,
90,android.app.ApplicationPackageManager,setComponentEnabledSetting,TRUE,MobSF,System Manager,
91,android.app.NotificationManager,notify,TRUE,MobSF,System Manager,
92,android.content.BroadcastReceiver,abortBroadcast,TRUE,MobSF,System Manager,
93,android.telephony.TelephonyManager,listen,TRUE,MobSF,System Manager,
94,android.webkit.WebView,addJavascriptInterface,TRUE,MobSF,WebView,
95,android.webkit.WebView,evaluateJavascript,TRUE,MobSF,WebView,
96,android.webkit.WebView,getHttpAuthUsernamePassword,TRUE,MobSF,WebView,
97,android.webkit.WebView,loadData,TRUE,MobSF,WebView,
98,android.webkit.WebView,loadDataWithBaseURL,TRUE,MobSF,WebView,
99,android.webkit.WebView,loadUrl,TRUE,MobSF,WebView,
100,android.webkit.WebView,postUrl,TRUE,MobSF,WebView,
101,android.webkit.WebView,postWebMessage,TRUE,MobSF,WebView,
102,android.webkit.WebView,savePassword,TRUE,MobSF,WebView,
103,android.webkit.WebView,setHttpAuthUsernamePassword,TRUE,MobSF,WebView,
104,android.webkit.WebView,setWebContentsDebuggingEnabled,TRUE,MobSF,WebView,
105,android.provider.ContactsContract,set,FALSE,APIChecker-Restricted API,,Not Found in API 25
106,android.provider.Browser,updateVisitedHistory,TRUE,APIChecker-Restricted API,,
107,android.location.LocationManager,sendExtraCommand,TRUE,APIChecker-Restricted API,,
108,android.provider.Browser,addSearchUrl,TRUE,APIChecker-Restricted API,,
109,android.location.LocationManager,requestLocationUpdates,TRUE,APIChecker-Restricted API,,
110,android.net.sip.SipManager,createSipSession,TRUE,APIChecker-Restricted API,,
111,android.location.LocationManager,addNmeaListener,TRUE,APIChecker-Restricted API,,
112,android.telephony.SmsManager,divideMessage,TRUE,APIChecker-Restricted API,,
113,android.net.sip.SipManager,register,TRUE,APIChecker-Restricted API,,
114,android.location.LocationManager,getProvider,TRUE,APIChecker-Restricted API,,
115,android.telephony.TelephonyManager,getCellLocation,TRUE,APIChecker-Restricted API,,
116,android.provider.ContactsContract,getContactLookupUri,FALSE,APIChecker-Restricted API,,Not Found in API 25
117,android.telephony.TelephonyManager,getDeviceSoftwareVersion,TRUE,APIChecker-Restricted API,,
118,android.app.DownloadManager,getUriForDownloadedFile,TRUE,APIChecker-Restricted API,,
119,android.provider.Browser,deleteHistoryTimeFrame,TRUE,APIChecker-Restricted API,,
120,android.telephony.PhoneNumberUtils,isVoiceMailNumber,TRUE,APIChecker-Restricted API,,
121,android.speech.SpeechRecognizer,cancel,TRUE,APIChecker-Restricted API,,
122,android.provider.ContactsContract,markAsContacted,FALSE,APIChecker-Restricted API,,Not Found in API 25
123,android.telephony.TelephonyManager,getSubscriberId,TRUE,APIChecker-Restricted API,,
124,android.telephony.gsm.SmsManager,sendTextMessage,TRUE,APIChecker-Restricted API,,
125,android.telephony.TelephonyManager,getGroupIdLevel1,TRUE,APIChecker-Restricted API,,
126,android.provider.ContactsContract,notifyDirectoryChange,FALSE,APIChecker-Restricted API,,Not Found in API 25
127,android.provider.Contacts,setSetting,FALSE,APIChecker-Restricted API,,Not Found in API 25
128,android.accounts.AccountManager,editProperties,TRUE,APIChecker-Restricted API,,
129,android.widget.QuickContactBadge,assignContactFromEmail,TRUE,APIChecker-Restricted API,,
130,android.net.sip.SipManager,open,TRUE,APIChecker-Restricted API,,
131,android.accounts.AccountManager,addAccount,TRUE,APIChecker-Restricted API,,
132,android.provider.Contacts,markAsContacted,FALSE,APIChecker-Restricted API,,Not Found in API 25
133,android.provider.Browser,deleteFromHistory,TRUE,APIChecker-Restricted API,,
134,android.accounts.AccountManager,blockingGetAuthToken,TRUE,APIChecker-Restricted API,,
135,android.app.DownloadManager,enqueue,TRUE,APIChecker-Restricted API,,
136,android.net.ConnectivityManager,startUsingNetworkFeature,TRUE,APIChecker-Restricted API,,
137,android.telephony.SubscriptionManager,addOnSubscriptionsChangedListener,TRUE,APIChecker-Restricted API,,
138,android.location.LocationManager,getBestProvider,TRUE,APIChecker-Restricted API,,
139,android.accounts.AccountManager,hasFeatures,TRUE,APIChecker-Restricted API,,
140,android.accounts.AccountManager,getAccounts,TRUE,APIChecker-Restricted API,,
141,android.telephony.SmsManager,sendMultipartTextMessage,TRUE,APIChecker-Restricted API,,
142,android.accounts.AccountManager,getAuthToken,TRUE,APIChecker-Restricted API,,
143,android.provider.Browser,truncateHistory,TRUE,APIChecker-Restricted API,,
144,android.net.sip.SipManager,close,TRUE,APIChecker-Restricted API,,
145,android.net.sip.SipManager,unregister,TRUE,APIChecker-Restricted API,,
146,android.app.KeyguardManager,exitKeyguardSecurely,TRUE,APIChecker-Restricted API,,
147,android.accounts.AccountManager,getAuthTokenLabel,TRUE,APIChecker-Restricted API,,
148,android.location.LocationManager,addGpsStatusListener,TRUE,APIChecker-Restricted API,,
149,android.media.MediaRecorder,setVideoSource,TRUE,APIChecker-Restricted API,,
150,android.provider.Contacts,queryGroups,FALSE,APIChecker-Restricted API,,Not Found in API 25
151,android.telephony.SubscriptionManager,getActiveSubscriptionInfo,TRUE,APIChecker-Restricted API,,
152,android.telephony.TelephonyManager,getVoiceMailNumber,TRUE,APIChecker-Restricted API,,
153,android.hardware.Camera,open,TRUE,APIChecker-Restricted API,,
154,android.provider.ContactsContract,newSetOperation,FALSE,APIChecker-Restricted API,,Not Found in API 25
155,android.telephony.TelephonyManager,getAllCellInfo,TRUE,APIChecker-Restricted API,,
156,android.provider.Browser,clearSearches,TRUE,APIChecker-Restricted API,,
157,android.telephony.TelephonyManager,getVoiceMailAlphaTag,TRUE,APIChecker-Restricted API,,
158,android.telephony.gsm.SmsManager,divideMessage,TRUE,APIChecker-Restricted API,,
159,android.inputmethodservice.KeyboardView,swipeDown,TRUE,APIChecker-Restricted API,,
160,android.net.sip.SipManager,isOpened,TRUE,APIChecker-Restricted API,,
161,android.location.LocationManager,isProviderEnabled,TRUE,APIChecker-Restricted API,,
162,android.telephony.gsm.SmsManager,sendMultipartTextMessage,TRUE,APIChecker-Restricted API,,
163,android.net.sip.SipManager,getSessionFor,TRUE,APIChecker-Restricted API,,
164,android.telephony.TelephonyManager,getDeviceId,TRUE,APIChecker-Restricted API,,
165,android.telephony.TelephonyManager,getNeighboringCellInfo,TRUE,APIChecker-Restricted API,,
166,android.telephony.TelephonyManager,listen,TRUE,APIChecker-Restricted API,,
167,android.media.MediaRecorder,setAudioSource,TRUE,APIChecker-Restricted API,,
168,android.speech.SpeechRecognizer,stopListening,TRUE,APIChecker-Restricted API,,
169,android.location.LocationManager,addProximityAlert,TRUE,APIChecker-Restricted API,,
170,android.provider.CalendarContract,query,FALSE,APIChecker-Restricted API,,Not Found in API 25
171,android.provider.Contacts,getSetting,FALSE,APIChecker-Restricted API,,Not Found in API 25
172,android.accounts.AccountManager,updateCredentials,TRUE,APIChecker-Restricted API,,
173,android.accounts.AccountManager,removeAccount,TRUE,APIChecker-Restricted API,,
174,android.provider.CalendarContract,insert,FALSE,APIChecker-Restricted API,,Not Found in API 25
175,android.accounts.AccountManager,addOnAccountsUpdatedListener,TRUE,APIChecker-Restricted API,,
176,android.telephony.SmsManager,downloadMultimediaMessage,TRUE,APIChecker-Restricted API,,
177,android.telecom.TelecomManager,isInCall,TRUE,APIChecker-Restricted API,,
178,android.telephony.SubscriptionManager,getActiveSubscriptionInfoForSimSlotIndex,TRUE,APIChecker-Restricted API,,
179,android.net.sip.SipManager,takeAudioCall,TRUE,APIChecker-Restricted API,,
180,android.location.LocationManager,requestSingleUpdate,TRUE,APIChecker-Restricted API,,
181,android.telephony.SubscriptionManager,getActiveSubscriptionInfoCount,TRUE,APIChecker-Restricted API,,
182,android.telephony.SmsManager,sendTextMessage,TRUE,APIChecker-Restricted API,,
183,android.net.sip.SipManager,makeAudioCall,TRUE,APIChecker-Restricted API,,
184,android.provider.Browser,clearHistory,TRUE,APIChecker-Restricted API,,
185,android.net.sip.SipManager,setRegistrationListener,TRUE,APIChecker-Restricted API,,
186,android.accounts.AccountManager,getAccountsByTypeAndFeatures,TRUE,APIChecker-Restricted API,,
187,android.telephony.SmsManager,sendMultimediaMessage,TRUE,APIChecker-Restricted API,,
188,android.speech.SpeechRecognizer,setRecognitionListener,TRUE,APIChecker-Restricted API,,
189,android.provider.ContactsContract,get,FALSE,APIChecker-Restricted API,,Not Found in API 25
190,android.provider.VoicemailContract,buildSourceUri,FALSE,APIChecker-Restricted API,,Not Found in API 25
191,android.telephony.SubscriptionManager,getActiveSubscriptionInfoList,TRUE,APIChecker-Restricted API,,
192,android.speech.SpeechRecognizer,startListening,TRUE,APIChecker-Restricted API,,
193,android.widget.QuickContactBadge,onClick,TRUE,APIChecker-Restricted API,,
194,android.net.sip.SipManager,isRegistered,TRUE,APIChecker-Restricted API,,
195,android.provider.Contacts,createPersonInMyContactsGroup,FALSE,APIChecker-Restricted API,,Not Found in API 25
196,android.telephony.gsm.SmsManager,sendDataMessage,TRUE,APIChecker-Restricted API,,
197,android.accounts.AccountManager,getAccountsByType,TRUE,APIChecker-Restricted API,,
198,android.provider.Contacts,addToMyContactsGroup,FALSE,APIChecker-Restricted API,,Not Found in API 25
199,android.location.LocationManager,getProviders,TRUE,APIChecker-Restricted API,,
200,android.provider.CallLog,getLastOutgoingCall,FALSE,APIChecker-Restricted API,,Not Found in API 25
201,android.accounts.AccountManager,confirmCredentials,TRUE,APIChecker-Restricted API,,
202,android.accounts.AccountManager,getAuthTokenByFeatures,TRUE,APIChecker-Restricted API,,
203,android.telecom.TelecomManager,showInCallScreen,TRUE,APIChecker-Restricted API,,
204,android.telephony.TelephonyManager,getSimSerialNumber,TRUE,APIChecker-Restricted API,,
205,android.view.inputmethod.InputMethodManager,showInputMethodAndSubtypeEnabler,TRUE,APIChecker-Restricted API,,
206,android.widget.QuickContactBadge,assignContactFromPhone,TRUE,APIChecker-Restricted API,,
207,android.provider.ContactsContract,getWithUri,FALSE,APIChecker-Restricted API,,Not Found in API 25
208,android.inputmethodservice.KeyboardView,swipeRight,TRUE,APIChecker-Restricted API,,
209,android.media.AudioRecord,AudioRecord,FALSE,APIChecker-Restricted API,,Not Found in API 25
210,android.provider.Contacts,addToGroup,FALSE,APIChecker-Restricted API,,Not Found in API 25
211,android.telephony.TelephonyManager,getLine1Number,TRUE,APIChecker-Restricted API,,
212,android.provider.ContactsContract,getLookupUri,FALSE,APIChecker-Restricted API,,Not Found in API 25
213,android.app.DownloadManager,addCompletedDownload,TRUE,APIChecker-Restricted API,,
214,android.provider.Contacts,addPostalLocation,FALSE,APIChecker-Restricted API,,Not Found in API 25
215,android.telephony.SmsManager,sendDataMessage,TRUE,APIChecker-Restricted API,,
216,android.location.LocationManager,getLastKnownLocation,TRUE,APIChecker-Restricted API,,
